chlorophyll,sst,ssh,salinity,month,location,fish_name
5.41,26.36,0.51,31.83,2,Visakhapatnam,Anchovy
1.81,27.97,0.3,33.06,8,Mumbai,Snapper
2.3,25.95,0.38,32.38,1,Mumbai,Pomfret
4.19,25.53,0.42,29.5,8,Kochi,Hilsa
1.31,10.23,0.36,31.87,6,Chennai,Cod
1.96,26.48,0.21,33.58,1,Mangalore,Pomfret
4.24,24.93,0.57,30.17,1,Goa,Anchovy
2.26,30.07,0.3,36.84,3,Kochi,Tuna
3.53,24.44,0.6,34.49,9,Mangalore,Croakers
2.47,29.62,0.27,36.1,6,Mangalore,Tuna
4.08,24.83,0.55,30.22,3,Chennai,Hilsa
2.87,26.11,0.4,32.53,5,Mangalore,Pomfret
2.8,26.85,0.45,34.24,10,Visakhapatnam,Mackerel
1.59,16.76,0.55,33.85,3,Mumbai,Salmon
4.45,27.77,0.33,30.92,7,Visakhapatnam,Hilsa
2.71,14.17,0.53,30.26,6,Kochi,Salmon
2.26,15.24,0.45,31.9,1,Goa,Salmon
2.98,25.36,0.51,28.52,7,Chennai,Catfish
4.06,28.01,0.51,33.59,12,Visakhapatnam,Bombay Duck
1.68,28.76,0.64,35.37,4,Chennai,Ribbonfish
2.23,25.49,0.68,35.44,12,Gujarat,Grouper
2.67,14.63,0.34,33.23,1,Gujarat,Salmon
4.25,26.78,0.49,32.67,3,Goa,Sardine
3.11,27.88,0.49,32.17,9,Kochi,Sardine
4.24,23.1,0.41,32.4,2,Gujarat,Anchovy
2.04,29.02,0.47,36.25,2,Mumbai,Seer Fish
2.99,28.14,0.68,34.59,10,Gujarat,Mackerel
2.0,31.74,0.41,35.4,7,Kochi,Kingfish
2.7,28.84,0.51,36.1,6,Goa,Seer Fish
3.08,27.9,0.63,30.42,4,Gujarat,Tilapia
1.27,14.91,0.6,33.84,12,Goa,Cod
2.72,31.59,0.57,35.35,6,Mangalore,Kingfish
1.87,28.92,0.44,34.55,10,Chennai,Grouper
4.66,24.38,0.57,29.87,8,Mangalore,Hilsa
1.9,31.19,0.39,36.26,2,Chennai,Tuna
1.69,28.45,0.4,35.42,10,Visakhapatnam,Ribbonfish
1.37,15.92,0.26,33.2,2,Visakhapatnam,Salmon
3.78,26.3,0.55,32.77,6,Kochi,Croakers
2.55,13.13,0.53,30.89,3,Gujarat,Salmon
2.97,26.06,0.44,33.91,7,Visakhapatnam,Pomfret
4.19,25.65,0.68,31.8,9,Kochi,Sardine
2.42,16.0,0.35,31.35,5,Mangalore,Salmon
1.97,20.93,0.29,36.7,11,Kochi,Shark
3.33,24.27,0.22,30.87,10,Mangalore,Hilsa
3.11,27.65,0.22,35.76,1,Visakhapatnam,Grouper
1.28,28.69,0.37,35.98,10,Gujarat,Barracuda
1.96,25.98,0.2,34.73,5,Visakhapatnam,Pomfret
2.41,27.99,0.4,36.54,6,Mangalore,Barracuda
2.17,26.28,0.46,28.93,1,Kochi,Catfish
2.47,27.39,0.61,34.13,2,Kochi,Mackerel
2.1,31.7,0.44,36.08,4,Chennai,Tuna
2.22,28.99,0.42,36.91,8,Chennai,Kingfish
2.51,17.84,0.33,32.44,7,Goa,Salmon
4.81,24.19,0.44,32.65,10,Kochi,Anchovy
1.95,30.13,0.27,36.84,3,Mangalore,Seer Fish
1.75,27.74,0.52,35.98,8,Kochi,Grouper
1.79,27.12,0.31,34.43,5,Kochi,Ribbonfish
1.07,26.01,0.63,36.32,1,Kochi,Barracuda
2.02,27.59,0.26,36.42,2,Visakhapatnam,Seer Fish
2.26,25.27,0.26,33.02,12,Gujarat,Pomfret
2.7,29.99,0.33,34.7,8,Visakhapatnam,Mackerel
3.91,23.14,0.62,31.99,6,Gujarat,Catfish
2.79,30.32,0.38,34.39,6,Mangalore,Ribbonfish
2.54,24.93,0.2,34.19,10,Mumbai,Grouper
1.33,9.88,0.32,32.89,11,Visakhapatnam,Cod
1.7,9.0,0.58,31.82,12,Mangalore,Cod
1.89,27.28,0.22,34.1,8,Kochi,Ribbonfish
2.95,27.18,0.53,35.23,9,Mumbai,Ribbonfish
1.38,11.53,0.6,34.44,1,Mangalore,Cod
1.68,26.4,0.68,34.32,10,Mumbai,Snapper
2.51,14.38,0.57,30.22,6,Chennai,Herring
1.88,29.47,0.46,35.06,5,Kochi,Snapper
2.7,29.9,0.32,33.37,11,Mumbai,Snapper
2.12,30.81,0.66,36.13,3,Kochi,Tuna
0.87,22.23,0.33,36.09,6,Chennai,Shark
4.16,25.42,0.58,33.33,8,Chennai,Sardine
1.91,27.22,0.59,36.25,6,Mumbai,Seer Fish
3.91,26.95,0.45,32.27,8,Visakhapatnam,Anchovy
2.65,28.0,0.63,33.08,1,Mumbai,Mackerel
2.23,27.83,0.67,36.3,12,Mumbai,Seer Fish
2.75,25.14,0.32,31.31,12,Kochi,Croakers
3.16,27.18,0.69,32.68,1,Chennai,Croakers
4.15,24.33,0.62,32.65,8,Visakhapatnam,Anchovy
3.64,26.54,0.7,32.32,12,Visakhapatnam,Sardine
2.7,29.98,0.43,34.07,2,Kochi,Seer Fish
1.7,29.88,0.34,35.77,5,Chennai,Ribbonfish
1.08,14.77,0.6,32.06,11,Visakhapatnam,Cod
1.33,26.23,0.61,34.08,3,Gujarat,Barracuda
3.97,25.26,0.54,31.86,9,Visakhapatnam,Sardine
4.14,25.62,0.24,33.98,10,Visakhapatnam,Sardine
1.04,29.88,0.4,34.33,10,Goa,Barracuda
3.06,25.07,0.64,29.84,3,Visakhapatnam,Tilapia
2.5,30.91,0.41,35.14,8,Gujarat,Ribbonfish
5.2,26.57,0.44,32.0,11,Gujarat,Anchovy
4.29,23.92,0.68,29.86,2,Goa,Tilapia
4.78,25.12,0.31,31.13,1,Chennai,Anchovy
2.43,24.02,0.52,34.21,7,Mumbai,Croakers
3.75,26.01,0.61,31.09,5,Mangalore,Bombay Duck
2.52,30.62,0.32,35.37,11,Goa,Kingfish
4.25,26.87,0.36,30.25,12,Chennai,Anchovy
1.47,14.99,0.43,30.06,1,Kochi,Salmon
2.21,27.56,0.56,31.46,3,Gujarat,Croakers
1.35,9.26,0.56,31.68,9,Kochi,Cod
3.63,22.07,0.6,28.39,8,Visakhapatnam,Catfish
3.93,27.83,0.43,33.82,12,Mangalore,Bombay Duck
1.93,28.69,0.35,35.67,11,Mumbai,Ribbonfish
1.72,24.58,0.56,35.5,12,Kochi,Shark
2.6,28.46,0.63,33.08,1,Goa,Snapper
1.99,22.17,0.4,36.27,6,Gujarat,Shark
3.78,24.28,0.44,32.18,7,Visakhapatnam,Croakers
1.62,28.57,0.25,33.3,5,Goa,Snapper
3.47,26.78,0.68,31.78,9,Visakhapatnam,Croakers
1.37,24.31,0.6,35.69,3,Goa,Shark
3.59,23.97,0.38,31.22,1,Goa,Anchovy
3.3,24.83,0.24,31.65,2,Chennai,Hilsa
3.88,26.85,0.22,33.72,7,Chennai,Sardine
1.92,26.91,0.33,33.41,7,Gujarat,Grouper
1.87,23.64,0.25,35.94,1,Mumbai,Shark
2.62,26.74,0.61,29.07,5,Chennai,Catfish
2.49,28.72,0.44,34.32,9,Visakhapatnam,Grouper
2.49,25.13,0.48,32.97,11,Mumbai,Croakers
4.97,27.75,0.25,32.03,5,Kochi,Sardine
3.39,28.76,0.56,31.4,7,Chennai,Bombay Duck
1.7,9.88,0.33,32.95,8,Mumbai,Cod
4.98,24.76,0.26,29.04,1,Goa,Hilsa
3.99,27.01,0.68,28.4,11,Kochi,Tilapia
1.56,10.94,0.54,33.54,5,Mumbai,Cod
2.79,27.81,0.49,30.18,12,Gujarat,Bombay Duck
3.64,25.57,0.59,30.59,7,Visakhapatnam,Tilapia
1.17,28.05,0.32,35.25,8,Kochi,Barracuda
3.37,27.16,0.29,33.17,12,Gujarat,Mackerel
3.66,25.28,0.32,31.87,1,Chennai,Croakers
1.57,27.99,0.53,33.84,11,Gujarat,Snapper
1.91,26.65,0.25,33.86,8,Visakhapatnam,Snapper
3.26,24.74,0.29,31.37,10,Kochi,Catfish
3.16,24.54,0.31,33.39,1,Visakhapatnam,Grouper
3.84,24.2,0.51,30.49,1,Mangalore,Anchovy
3.58,24.41,0.63,30.5,4,Kochi,Hilsa
1.9,24.85,0.43,34.45,6,Mangalore,Grouper
2.51,13.74,0.24,30.14,7,Chennai,Herring
3.26,26.36,0.5,33.57,4,Gujarat,Sardine
3.11,27.97,0.32,32.96,6,Mangalore,Croakers
4.43,22.76,0.62,31.02,12,Visakhapatnam,Catfish
3.78,25.64,0.63,31.11,1,Chennai,Sardine
3.05,26.4,0.29,34.98,7,Chennai,Mackerel
3.96,25.98,0.45,29.91,11,Gujarat,Hilsa
4.13,24.55,0.46,29.94,7,Mangalore,Tilapia
2.88,29.39,0.64,35.41,9,Kochi,Kingfish
2.68,29.09,0.5,35.03,1,Kochi,Seer Fish
1.92,12.81,0.49,33.64,3,Gujarat,Cod
1.4,28.64,0.58,34.27,8,Kochi,Barracuda
1.87,14.57,0.41,30.65,6,Mangalore,Salmon
2.74,28.24,0.67,34.17,8,Gujarat,Ribbonfish
1.57,28.43,0.59,35.24,9,Goa,Ribbonfish
3.78,14.94,0.53,30.53,8,Chennai,Herring
2.19,28.28,0.46,34.54,6,Visakhapatnam,Grouper
5.23,25.24,0.58,31.22,6,Mumbai,Anchovy
3.44,26.77,0.3,31.43,2,Goa,Sardine
1.78,16.95,0.22,32.19,6,Goa,Salmon
1.26,10.28,0.47,32.44,11,Visakhapatnam,Cod
2.65,26.03,0.28,34.07,12,Visakhapatnam,Snapper
1.7,10.28,0.22,33.24,3,Chennai,Cod
1.78,28.19,0.63,35.08,5,Chennai,Ribbonfish
4.4,25.8,0.32,29.51,2,Visakhapatnam,Hilsa
2.72,28.26,0.3,34.54,9,Mumbai,Kingfish
1.36,28.1,0.38,34.16,5,Visakhapatnam,Barracuda
4.33,27.7,0.65,30.16,11,Goa,Tilapia
4.43,25.41,0.61,30.04,12,Gujarat,Tilapia
3.03,29.32,0.53,34.91,3,Gujarat,Mackerel
1.5,30.51,0.5,34.7,9,Kochi,Ribbonfish
4.47,22.73,0.53,31.53,5,Goa,Catfish
2.5,24.74,0.32,28.71,12,Goa,Catfish
3.45,25.89,0.52,28.77,1,Mangalore,Catfish
2.71,26.91,0.23,33.74,10,Goa,Snapper
1.62,24.19,0.56,36.48,10,Gujarat,Shark
2.92,28.52,0.6,33.0,8,Gujarat,Pomfret
4.01,16.43,0.68,32.22,5,Goa,Herring
2.69,26.55,0.64,35.21,1,Mumbai,Mackerel
3.07,26.07,0.42,28.58,3,Gujarat,Tilapia
2.97,24.27,0.42,28.16,10,Goa,Tilapia
2.9,27.97,0.38,31.67,7,Gujarat,Croakers
1.8,26.69,0.24,34.31,9,Kochi,Pomfret
2.01,29.46,0.5,36.15,2,Mumbai,Tuna
1.65,16.56,0.64,30.53,2,Mumbai,Salmon
2.03,25.79,0.67,32.54,8,Chennai,Pomfret
4.33,25.93,0.59,31.1,2,Visakhapatnam,Anchovy
4.58,23.51,0.28,31.87,12,Gujarat,Anchovy
3.37,28.71,0.26,32.46,1,Mumbai,Hilsa
2.35,26.09,0.68,33.25,6,Mangalore,Pomfret
1.96,9.67,0.31,32.27,2,Gujarat,Cod
4.12,26.36,0.65,31.25,3,Chennai,Bombay Duck
1.79,29.2,0.22,36.78,11,Mangalore,Tuna
4.25,23.98,0.69,31.6,9,Visakhapatnam,Anchovy
3.87,27.16,0.52,27.73,11,Kochi,Tilapia
1.55,25.55,0.59,35.01,9,Chennai,Grouper
1.01,20.19,0.64,35.31,4,Mumbai,Shark
2.89,30.63,0.25,34.47,12,Chennai,Kingfish
1.73,30.67,0.41,35.04,3,Chennai,Ribbonfish
2.94,23.0,0.52,31.4,11,Kochi,Catfish
2.55,15.83,0.24,31.7,1,Mangalore,Salmon
1.71,29.2,0.26,34.26,10,Mangalore,Snapper
2.32,26.96,0.42,36.3,8,Goa,Barracuda
1.84,26.98,0.38,32.27,2,Chennai,Pomfret
2.09,30.07,0.6,34.97,3,Chennai,Seer Fish
4.72,26.11,0.57,30.24,1,Mumbai,Hilsa
3.52,26.23,0.6,34.05,8,Mumbai,Croakers
3.04,25.92,0.31,33.93,1,Visakhapatnam,Sardine
2.09,25.39,0.24,35.46,12,Goa,Grouper
2.21,26.16,0.2,33.53,12,Mumbai,Croakers
1.59,24.93,0.27,33.97,2,Chennai,Grouper
2.31,24.33,0.25,35.63,12,Mumbai,Grouper
4.02,28.97,0.46,33.31,9,Kochi,Bombay Duck
1.77,31.79,0.68,36.13,7,Kochi,Tuna
3.52,24.98,0.63,30.39,3,Mangalore,Anchovy
3.18,22.99,0.27,30.42,9,Mumbai,Tilapia
3.6,26.95,0.64,30.81,3,Gujarat,Bombay Duck
2.7,27.04,0.39,33.06,3,Gujarat,Grouper
2.86,31.67,0.25,35.23,5,Gujarat,Kingfish
3.7,17.82,0.39,32.6,5,Gujarat,Herring
4.25,25.52,0.28,29.4,6,Gujarat,Catfish
2.3,31.24,0.29,34.08,6,Chennai,Kingfish
1.75,16.26,0.22,32.81,9,Mangalore,Salmon
2.27,30.5,0.5,36.54,6,Visakhapatnam,Tuna
1.86,27.36,0.27,33.67,2,Chennai,Pomfret
4.32,24.37,0.4,32.91,1,Mangalore,Sardine
3.85,26.05,0.56,28.68,12,Visakhapatnam,Tilapia
4.4,28.65,0.28,29.81,2,Mangalore,Hilsa
1.58,14.89,0.28,33.3,10,Visakhapatnam,Salmon
2.65,23.28,0.35,30.12,2,Gujarat,Tilapia
3.02,25.48,0.68,33.09,8,Kochi,Grouper
1.46,23.84,0.36,35.86,12,Kochi,Shark
4.76,25.67,0.38,32.32,9,Gujarat,Anchovy
1.26,13.66,0.6,31.39,6,Mangalore,Cod
1.98,27.45,0.62,35.8,1,Mumbai,Grouper
2.56,14.68,0.2,31.06,2,Mangalore,Salmon
1.59,28.55,0.31,35.67,1,Mumbai,Tuna
2.12,30.19,0.52,36.65,4,Gujarat,Tuna
2.34,28.21,0.69,35.78,11,Kochi,Tuna
4.56,23.91,0.51,32.78,3,Visakhapatnam,Anchovy
3.0,26.77,0.24,35.45,1,Goa,Mackerel
4.91,27.49,0.42,31.58,7,Mangalore,Hilsa
2.79,30.66,0.28,34.86,2,Mumbai,Seer Fish
4.26,26.79,0.38,32.83,1,Chennai,Hilsa
1.62,27.21,0.39,35.91,8,Goa,Ribbonfish
4.05,26.64,0.42,32.4,1,Visakhapatnam,Anchovy
2.24,29.78,0.48,34.58,9,Kochi,Mackerel
3.78,26.15,0.36,31.63,1,Mangalore,Hilsa
1.99,24.52,0.26,35.31,7,Goa,Shark
1.99,12.6,0.2,30.06,9,Mumbai,Salmon
1.76,12.08,0.34,32.5,2,Kochi,Cod
3.11,17.8,0.3,31.22,4,Kochi,Herring
4.28,27.65,0.63,29.42,11,Chennai,Tilapia
0.96,25.76,0.44,35.43,9,Mumbai,Shark
4.12,24.33,0.62,32.57,6,Chennai,Sardine
1.52,21.88,0.65,36.02,2,Mangalore,Shark
2.39,25.82,0.61,33.16,11,Goa,Grouper
3.85,27.25,0.48,29.36,1,Chennai,Tilapia
2.51,29.15,0.7,34.03,3,Mangalore,Kingfish
1.84,27.5,0.55,35.39,5,Gujarat,Seer Fish
0.97,14.85,0.36,33.33,12,Mangalore,Cod
1.28,21.02,0.55,35.61,1,Kochi,Shark
1.93,12.92,0.7,30.59,6,Gujarat,Salmon
3.51,26.32,0.41,33.0,7,Gujarat,Bombay Duck
2.11,30.78,0.67,35.25,10,Gujarat,Kingfish
1.73,28.76,0.57,35.46,12,Gujarat,Tuna
2.15,30.79,0.37,35.45,6,Mangalore,Ribbonfish
2.45,24.43,0.64,31.79,9,Mangalore,Croakers
1.68,26.01,0.65,33.46,8,Gujarat,Grouper
1.51,26.17,0.29,35.92,11,Mumbai,Barracuda
2.24,26.89,0.68,35.8,10,Chennai,Barracuda
2.69,29.39,0.48,33.55,4,Visakhapatnam,Snapper
1.61,29.74,0.34,35.49,9,Gujarat,Tuna
2.61,10.28,0.38,33.38,9,Gujarat,Herring
2.83,12.15,0.53,31.24,8,Chennai,Herring
1.9,23.46,0.31,36.48,8,Chennai,Shark
0.99,23.46,0.58,36.94,2,Mumbai,Shark
4.46,23.9,0.23,30.73,1,Goa,Anchovy
4.14,23.44,0.53,29.1,4,Mangalore,Catfish
3.24,24.24,0.5,28.5,5,Gujarat,Catfish
1.69,13.41,0.5,34.85,2,Visakhapatnam,Cod
1.38,30.99,0.52,35.38,12,Kochi,Barracuda
1.83,30.03,0.31,35.68,8,Gujarat,Tuna
2.68,27.66,0.39,34.92,11,Chennai,Kingfish
2.52,29.92,0.26,34.14,6,Mumbai,Kingfish
2.3,12.74,0.31,30.66,6,Mumbai,Salmon
2.85,25.41,0.33,33.41,5,Mumbai,Grouper
2.16,26.58,0.55,30.8,10,Goa,Catfish
1.97,13.32,0.32,33.35,9,Goa,Cod
2.47,27.78,0.62,34.2,9,Chennai,Seer Fish
3.38,22.44,0.37,29.62,3,Goa,Catfish
3.07,26.06,0.56,33.84,10,Kochi,Croakers
1.42,22.6,0.65,36.78,7,Goa,Shark
2.66,27.08,0.65,36.13,8,Goa,Seer Fish
1.0,9.97,0.65,33.97,12,Kochi,Cod
1.41,30.94,0.55,34.65,12,Goa,Barracuda
3.19,28.71,0.28,34.28,12,Mumbai,Grouper
2.52,27.92,0.47,28.05,9,Chennai,Tilapia
4.57,26.1,0.64,32.0,7,Visakhapatnam,Sardine
1.56,29.02,0.44,36.45,1,Gujarat,Tuna
2.36,27.13,0.37,31.14,5,Chennai,Croakers
2.94,28.25,0.24,34.27,8,Chennai,Mackerel
2.37,27.78,0.4,33.95,11,Mumbai,Mackerel
2.25,27.96,0.44,34.92,3,Gujarat,Croakers
3.53,24.54,0.45,32.42,4,Mumbai,Sardine
3.93,26.82,0.31,29.8,10,Mangalore,Hilsa
4.04,28.73,0.25,31.55,11,Chennai,Bombay Duck
1.41,21.67,0.4,36.87,3,Goa,Shark
4.3,26.73,0.22,27.75,1,Mumbai,Tilapia
2.14,27.1,0.56,35.41,12,Chennai,Snapper
1.57,29.25,0.49,36.42,5,Mumbai,Tuna
1.72,29.67,0.57,35.61,12,Goa,Ribbonfish
1.66,30.21,0.33,35.53,1,Chennai,Ribbonfish
2.56,30.62,0.64,35.75,4,Mumbai,Seer Fish
3.49,26.96,0.64,33.31,4,Chennai,Bombay Duck
1.98,13.37,0.27,30.02,8,Mumbai,Salmon
3.82,25.19,0.51,33.16,10,Visakhapatnam,Sardine
2.23,27.23,0.58,34.42,7,Chennai,Snapper
2.01,27.01,0.66,35.0,8,Goa,Mackerel
2.5,25.16,0.35,33.87,4,Visakhapatnam,Snapper
2.71,14.33,0.23,33.56,2,Mumbai,Salmon
3.48,27.04,0.55,29.04,8,Gujarat,Hilsa
1.91,29.39,0.23,35.08,2,Goa,Seer Fish
4.46,25.52,0.38,32.5,11,Kochi,Sardine
2.02,28.51,0.24,35.79,6,Visakhapatnam,Grouper
1.43,15.89,0.28,32.9,2,Chennai,Salmon
3.92,24.82,0.5,28.56,10,Kochi,Tilapia
3.55,26.85,0.39,32.69,1,Chennai,Bombay Duck
1.89,23.18,0.63,36.65,3,Kochi,Shark
3.13,26.87,0.58,30.88,1,Mangalore,Hilsa
1.07,23.36,0.67,36.31,11,Visakhapatnam,Shark
2.21,26.54,0.35,32.15,7,Gujarat,Pomfret
1.13,28.86,0.68,34.75,6,Goa,Barracuda
3.22,24.55,0.52,32.37,5,Goa,Sardine
4.58,24.41,0.56,32.56,8,Mangalore,Sardine
2.08,29.92,0.27,35.9,3,Goa,Tuna
2.15,28.41,0.62,35.35,2,Goa,Tuna
2.9,27.66,0.58,34.06,10,Mumbai,Ribbonfish
2.43,28.69,0.24,36.92,3,Kochi,Seer Fish
0.81,12.56,0.4,31.96,5,Visakhapatnam,Cod
2.93,30.34,0.39,34.81,12,Goa,Kingfish
2.49,29.36,0.22,36.78,3,Kochi,Barracuda
1.69,31.27,0.65,35.03,1,Mangalore,Tuna
3.73,22.24,0.4,29.93,5,Goa,Catfish
1.88,23.18,0.37,36.59,4,Gujarat,Shark
3.8,27.09,0.61,27.36,3,Gujarat,Tilapia
2.42,27.95,0.57,35.94,2,Gujarat,Seer Fish
2.27,22.01,0.22,30.45,7,Kochi,Catfish
1.35,28.01,0.52,36.89,7,Mumbai,Barracuda
1.53,23.78,0.27,36.24,3,Mangalore,Shark
3.72,25.56,0.66,30.44,7,Kochi,Anchovy
1.93,26.03,0.54,35.5,2,Mumbai,Grouper
2.61,27.17,0.61,35.95,3,Kochi,Ribbonfish
2.96,29.79,0.59,34.16,11,Chennai,Mackerel
2.64,14.16,0.35,31.63,10,Gujarat,Salmon
3.79,24.54,0.63,31.87,12,Goa,Sardine
2.65,31.47,0.22,36.57,8,Visakhapatnam,Kingfish
4.81,24.84,0.45,32.74,7,Chennai,Anchovy
2.19,29.1,0.69,35.98,2,Mumbai,Barracuda
2.08,16.1,0.35,31.45,4,Mangalore,Salmon
4.0,22.86,0.27,30.68,4,Goa,Tilapia
2.06,25.84,0.3,33.97,2,Gujarat,Pomfret
1.84,8.42,0.49,33.29,4,Mangalore,Cod
2.77,26.75,0.52,33.35,12,Goa,Pomfret
3.31,22.68,0.52,28.16,7,Visakhapatnam,Catfish
2.71,29.73,0.64,33.75,1,Gujarat,Snapper
3.11,26.46,0.27,32.21,2,Visakhapatnam,Bombay Duck
2.2,30.51,0.22,34.9,3,Mumbai,Ribbonfish
3.25,28.48,0.59,32.82,7,Mangalore,Bombay Duck
4.45,26.2,0.5,32.74,12,Visakhapatnam,Anchovy
2.84,27.3,0.66,33.38,5,Chennai,Croakers
1.09,12.2,0.33,34.07,2,Kochi,Cod
2.71,23.54,0.21,28.51,8,Goa,Catfish
2.44,27.39,0.28,33.19,5,Mumbai,Mackerel
3.9,24.49,0.48,30.8,5,Mumbai,Anchovy
2.27,28.22,0.48,34.54,6,Kochi,Grouper
4.07,17.73,0.46,30.42,7,Visakhapatnam,Herring
3.49,23.45,0.27,30.79,12,Mangalore,Tilapia
2.67,12.46,0.47,31.66,9,Mangalore,Herring
4.02,27.72,0.65,33.57,7,Kochi,Bombay Duck
2.74,27.12,0.31,36.54,1,Kochi,Seer Fish
3.73,12.28,0.64,31.3,1,Mumbai,Herring
2.15,15.98,0.21,33.41,3,Goa,Salmon
1.53,26.44,0.43,34.06,12,Kochi,Barracuda
4.29,25.25,0.53,30.86,4,Chennai,Tilapia
3.12,22.91,0.48,29.93,10,Mangalore,Catfish
2.88,17.0,0.46,30.34,3,Kochi,Herring
1.34,11.67,0.67,31.99,8,Kochi,Cod
3.3,22.82,0.43,30.92,12,Kochi,Tilapia
2.71,28.83,0.55,30.6,12,Mumbai,Bombay Duck
3.55,12.13,0.44,32.49,10,Visakhapatnam,Herring
1.23,21.59,0.23,36.89,8,Goa,Shark
2.32,29.43,0.63,34.57,2,Mangalore,Snapper
1.4,15.03,0.67,30.61,6,Visakhapatnam,Salmon
1.89,24.26,0.43,35.12,11,Goa,Shark
3.33,27.42,0.59,28.56,4,Chennai,Tilapia
0.93,25.73,0.35,36.7,6,Kochi,Shark
3.59,24.05,0.42,29.29,11,Visakhapatnam,Catfish
1.79,26.01,0.44,34.72,6,Goa,Barracuda
2.92,27.23,0.39,31.23,3,Goa,Croakers
2.84,23.94,0.47,29.52,4,Goa,Catfish
3.72,27.44,0.56,28.39,8,Goa,Tilapia
2.47,23.0,0.68,28.78,6,Visakhapatnam,Catfish
0.97,24.53,0.45,35.24,2,Chennai,Shark
4.3,25.23,0.56,32.77,10,Gujarat,Sardine
4.38,24.09,0.22,31.1,9,Mangalore,Hilsa
0.8,14.06,0.55,33.19,1,Mumbai,Cod
2.45,26.42,0.33,33.5,6,Mumbai,Croakers
2.04,29.57,0.42,35.51,10,Mumbai,Barracuda
1.46,30.7,0.3,35.96,7,Kochi,Barracuda
2.69,12.5,0.26,32.17,2,Gujarat,Salmon
1.94,29.78,0.42,33.35,5,Kochi,Snapper
2.48,31.99,0.24,34.89,11,Mangalore,Kingfish
0.82,13.68,0.47,34.84,6,Goa,Cod
3.97,25.99,0.45,29.73,1,Mumbai,Hilsa
2.54,27.34,0.56,34.36,6,Mangalore,Ribbonfish
2.48,26.14,0.23,33.48,2,Gujarat,Snapper
3.18,13.04,0.61,33.56,3,Gujarat,Herring
4.94,23.2,0.36,30.78,2,Mumbai,Anchovy
2.64,26.06,0.52,34.34,12,Visakhapatnam,Mackerel
3.82,25.71,0.59,32.9,1,Visakhapatnam,Anchovy
3.03,24.52,0.64,32.67,12,Gujarat,Sardine
3.86,22.52,0.61,28.87,4,Visakhapatnam,Tilapia
0.94,20.45,0.58,36.14,1,Goa,Shark
1.97,11.71,0.44,33.33,5,Goa,Cod
2.68,29.56,0.42,35.44,10,Chennai,Snapper
3.82,27.67,0.22,33.7,8,Goa,Sardine
3.92,26.93,0.55,30.96,1,Goa,Bombay Duck
3.61,27.47,0.68,32.73,10,Mumbai,Bombay Duck
1.79,31.83,0.31,35.56,8,Visakhapatnam,Tuna
2.2,26.25,0.39,32.66,10,Mangalore,Pomfret
1.28,25.02,0.22,36.62,2,Goa,Shark
1.59,26.37,0.27,35.1,12,Mangalore,Barracuda
2.01,29.31,0.43,34.55,4,Kochi,Ribbonfish
1.99,28.28,0.64,32.08,8,Kochi,Pomfret
2.85,26.19,0.29,29.3,1,Kochi,Catfish
1.68,28.86,0.65,36.77,6,Kochi,Tuna
2.47,26.12,0.62,34.76,7,Kochi,Barracuda
3.11,11.77,0.32,33.94,1,Mumbai,Herring
1.25,30.66,0.42,35.37,12,Gujarat,Barracuda
1.09,27.86,0.45,35.14,11,Mumbai,Barracuda
2.95,24.22,0.39,34.29,4,Visakhapatnam,Grouper
4.17,23.27,0.38,30.17,3,Visakhapatnam,Anchovy
2.59,28.97,0.45,34.17,9,Goa,Snapper
2.23,26.25,0.33,34.74,7,Mangalore,Mackerel
2.96,29.7,0.62,34.02,10,Mangalore,Mackerel
2.93,12.81,0.55,32.85,6,Goa,Herring
1.06,23.47,0.24,35.14,4,Goa,Shark
2.46,27.49,0.25,34.97,6,Kochi,Kingfish
3.62,23.91,0.54,30.98,10,Chennai,Anchovy
4.18,13.97,0.64,31.7,11,Mumbai,Herring
2.27,26.77,0.44,33.15,11,Mangalore,Grouper
2.49,27.21,0.34,34.26,10,Mumbai,Seer Fish
4.82,24.6,0.62,31.54,6,Mangalore,Anchovy
2.42,27.85,0.62,34.62,10,Kochi,Pomfret
4.99,26.43,0.37,31.78,11,Goa,Sardine
4.81,23.13,0.36,31.37,11,Visakhapatnam,Anchovy
2.32,27.06,0.31,36.1,8,Visakhapatnam,Seer Fish
4.17,27.25,0.43,30.17,1,Gujarat,Bombay Duck
3.87,26.31,0.35,30.01,5,Goa,Bombay Duck
1.45,23.36,0.38,36.77,3,Visakhapatnam,Shark
2.45,27.48,0.34,35.91,9,Goa,Ribbonfish
2.47,25.86,0.64,32.14,9,Gujarat,Pomfret
3.92,24.75,0.46,29.14,3,Chennai,Hilsa
1.61,25.97,0.56,36.07,7,Mumbai,Shark
4.24,26.42,0.26,30.15,9,Visakhapatnam,Hilsa
2.37,28.98,0.4,34.37,5,Mumbai,Barracuda
3.42,26.11,0.68,33.99,12,Chennai,Sardine
1.21,9.63,0.2,31.3,4,Mumbai,Cod
3.79,26.11,0.24,31.19,8,Visakhapatnam,Sardine
2.04,27.01,0.53,34.58,10,Chennai,Barracuda
2.15,25.4,0.28,33.5,5,Kochi,Grouper
1.97,23.28,0.57,35.21,8,Mangalore,Shark
3.31,25.98,0.63,28.16,6,Goa,Catfish
3.0,26.88,0.65,30.2,12,Goa,Catfish
5.13,25.62,0.41,31.71,11,Gujarat,Anchovy
